#,Address,Source,Scoreboard Dependencies,Live Registers,Warp Stall Sampling (All Samples),Instruction Category,Instructions Executed,Avg. Predicated-On Threads Executed,Address Space,Access Operation,Access Size,L1 Wavefronts Shared Excessive,L2 Theoretical Sectors Global Excessive,Register Dependencies,Predicate Dependencies,Uniform Register Dependencies,Uniform Predicate Dependencies
,,matrixMulRegister
998,0000000b 00e76150,"      FADD R35, R12, R35",0,43,3,Floating Point,32768,32,,,,,,,,,
999,0000000b 00e76160,"      FADD R12, R21, R12",0,43,3,Floating Point,32768,32,,,,,,,,,
1000,0000000b 00e76170,"      FADD R5, R5, R10",0,42,2,Floating Point,32768,32,,,,,,,,,
1001,0000000b 00e76180,"      FADD R21, R22, R11",0,42,9,Floating Point,32768,32,,,,,,,,,
1002,0000000b 00e76190,"      FADD R10, R4, R7",0,43,2,Floating Point,32768,32,,,,,,,,,
1003,0000000b 00e761a0,"      FADD R33, R23, R11",0,42,,Floating Point,32768,32,,,,,,,,,
1004,0000000b 00e761b0,"      FADD R4, R22, R13",0,43,1,Floating Point,32768,32,,,,,,,,,
1005,0000000b 00e761c0,"      FADD R32, R32, R21",0,43,4,Floating Point,32768,32,,,,,,,,,
1006,0000000b 00e761d0,"      FADD R28, R6, R35",0,43,1,Floating Point,32768,32,,,,,,,,,
1007,0000000b 00e761e0,"      FADD R21, R40, R33",0,42,,Floating Point,32768,32,,,,,,,,,
1008,0000000b 00e761f0,"      FADD R33, R5, R4",0,41,2,Floating Point,32768,32,,,,,,,,,
1009,0000000b 00e76200,"      FADD R7, R18, R23",0,40,1,Floating Point,32768,32,,,,,,,,,
1010,0000000b 00e76210,"      FADD R4, R16, R18",0,41,19,Floating Point,32768,32,,,,,,,,,
1011,0000000b 00e76220,"      FADD R5, R18, R17",0,42,1,Floating Point,32768,32,,,,,,,,,
1012,0000000b 00e76230,"      FADD R6, R16, R11",0,43,,Floating Point,32768,32,,,,,,,,,
1013,0000000b 00e76240,"      FADD R11, R17, R11",0,43,1,Floating Point,32768,32,,,,,,,,,
1014,0000000b 00e76250,"      FADD R41, R41, R12",0,43,3,Floating Point,32768,32,,,,,,,,,
1015,0000000b 00e76260,"      FADD R12, R44, R7",0,43,1,Floating Point,32768,32,,,,,,,,,
1016,0000000b 00e76270,"      FADD R43, R43, R4",0,41,1,Floating Point,32768,32,,,,,,,,,
1017,0000000b 00e76280,"      FADD R42, R42, R5",0,40,6,Floating Point,32768,32,,,,,,,,,
1018,0000000b 00e76290,"      FADD R35, R9, R6",0,40,1,Floating Point,32768,32,,,,,,,,,
1019,0000000b 00e762a0,"      FADD R34, R8, R11",0,39,,Floating Point,32768,32,,,,,,,,,
1020,0000000b 00e762b0,"      LDS.128 R4, [R37+0x170]",0,41,2,Load/Store,32768,32,Shared,Load,128,,,,,,
1021,0000000b 00e762c0,"      FADD R9, R23, R13",0,42,1,Floating Point,32768,32,,,,,,,,,
1022,0000000b 00e762d0,"      FADD R11, R16, R13",0,43,1,Floating Point,32768,32,,,,,,,,,
1023,0000000b 00e762e0,"      FADD R26, R22, R18",0,44,,Floating Point,32768,32,,,,,,,,,
1024,0000000b 00e762f0,"      LDS R40, [R0.X16+0x1e6c]",0,44,2,Load/Store,32768,32,Shared,Load,32,,,,,,
1025,0000000b 00e76300,"      FADD R18, R10, R9",0,45,3,Floating Point,32768,32,,,,,,,,,
1026,0000000b 00e76310,"      FADD R28, R28, R11",0,43,1,Floating Point,32768,32,,,,,,,,,
1027,0000000b 00e76320,"      LDS.128 R8, [R0.X16+0x1e70]",0,46,39,Load/Store,32768,32,Shared,Load,128,,,,,,
1028,0000000b 00e76330,"      FADD R44, R17, R13",0,46,3,Floating Point,32768,32,,,,,,,,,
1029,0000000b 00e76340,"      FADD R26, R45, R26",0,45,2,Floating Point,32768,32,,,,,,,,,
1030,0000000b 00e76350,"      FADD R13, R22, R4",0,45,56,Floating Point,32768,32,,,,,,,,,
1031,0000000b 00e76360,"      FADD R22, R4, R23",0,45,2,Floating Point,32768,32,,,,,,,,,
1032,0000000b 00e76370,"      FADD R16, R16, R4",0,44,2,Floating Point,32768,32,,,,,,,,,
1033,0000000b 00e76380,"      FADD R4, R4, R17",0,44,2,Floating Point,32768,32,,,,,,,,,
1034,0000000b 00e76390,"      FADD R30, R30, R13",0,43,2,Floating Point,32768,32,,,,,,,,,
1035,0000000b 00e763a0,"      FADD R27, R27, R22",0,42,2,Floating Point,32768,32,,,,,,,,,
1036,0000000b 00e763b0,"      FADD R29, R29, R16",0,41,2,Floating Point,32768,32,,,,,,,,,
1037,0000000b 00e763c0,"      FADD R23, R31, R4",0,41,1,Floating Point,32768,32,,,,,,,,,
1038,0000000b 00e763d0,"      FADD R13, R8, R19",0,40,65,Floating Point,32768,32,,,,,,,,,
1039,0000000b 00e763e0,"      FADD R4, R19, R9",0,41,2,Floating Point,32768,32,,,,,,,,,
1040,0000000b 00e763f0,"      FADD R16, R8, R5",0,42,2,Floating Point,32768,32,,,,,,,,,
1041,0000000b 00e76400,"      FADD R13, R12, R13",0,42,23,Floating Point,32768,32,,,,,,,,,
1042,0000000b 00e76410,"      FADD R12, R43, R4",0,42,3,Floating Point,32768,32,,,,,,,,,
1043,0000000b 00e76420,"      FADD R11, R19, R10",0,41,,Floating Point,32768,32,,,,,,,,,
1044,0000000b 00e76430,"      FADD R43, R27, R16",0,42,1,Floating Point,32768,32,,,,,,,,,
1045,0000000b 00e76440,"      FADD R16, R10, R5",0,41,5,Floating Point,32768,32,,,,,,,,,
1046,0000000b 00e76450,"      FADD R19, R40, R19",0,41,4,Floating Point,32768,32,,,,,,,,,
1047,0000000b 00e76460,"      FADD R27, R8, R14",0,42,4,Floating Point,32768,32,,,,,,,,,
1048,0000000b 00e76470,"      FADD R4, R42, R11",0,43,2,Floating Point,32768,32,,,,,,,,,
1049,0000000b 00e76480,"      FADD R42, R9, R5",0,42,4,Floating Point,32768,32,,,,,,,,,
1050,0000000b 00e76490,"      FADD R11, R40, R5",0,43,2,Floating Point,32768,32,,,,,,,,,
1051,0000000b 00e764a0,"      FADD R23, R23, R16",0,42,,Floating Point,32768,32,,,,,,,,,
1052,0000000b 00e764b0,"      FADD R27, R18, R27",0,41,3,Floating Point,32768,32,,,,,,,,,
1053,0000000b 00e764c0,"      FADD R26, R26, R19",0,40,1,Floating Point,32768,32,,,,,,,,,
1054,0000000b 00e764d0,"      FADD R5, R9, R14",0,40,,Floating Point,32768,32,,,,,,,,,
1055,0000000b 00e764e0,"      LDS.128 R16, [R37+0xf0]",0,44,3,Load/Store,32768,32,Shared,Load,128,,,,,,
1056,0000000b 00e764f0,"      FADD R42, R29, R42",0,44,1,Floating Point,32768,32,,,,,,,,,
1057,0000000b 00e76500,"      FADD R11, R30, R11",0,43,5,Floating Point,32768,32,,,,,,,,,
1058,0000000b 00e76510,"      FADD R22, R28, R5",0,43,3,Floating Point,32768,32,,,,,,,,,
1059,0000000b 00e76520,"      LDS.128 R28, [R0.X16+0x1ef0]",0,45,41,Load/Store,32768,32,Shared,Load,128,,,,,,
1060,0000000b 00e76530,"      FADD R41, R41, R44",0,45,1,Floating Point,32768,32,,,,,,,,,
1061,0000000b 00e76540,"      FADD R44, R10, R14",0,45,,Floating Point,32768,32,,,,,,,,,
1062,0000000b 00e76550,"      FADD R14, R40, R14",0,45,2,Floating Point,32768,32,,,,,,,,,
1063,0000000b 00e76560,"      FADD R41, R41, R44",0,45,32,Floating Point,32768,32,,,,,,,,,
1064,0000000b 00e76570,"      FADD R14, R33, R14",0,44,2,Floating Point,32768,32,,,,,,,,,
1065,0000000b 00e76580,"      FADD R5, R40, R16",0,44,51,Floating Point,32768,32,,,,,,,,,
1066,0000000b 00e76590,"      FADD R8, R8, R16",0,43,3,Floating Point,32768,32,,,,,,,,,
1067,0000000b 00e765a0,"      FADD R40, R16, R9",0,44,2,Floating Point,32768,32,,,,,,,,,
1068,0000000b 00e765b0,"      FADD R5, R32, R5",0,43,4,Floating Point,32768,32,,,,,,,,,
1069,0000000b 00e765c0,"      FADD R44, R28, R17",0,43,38,Floating Point,32768,32,,,,,,,,,
1070,0000000b 00e765d0,"      FADD R9, R16, R10",0,44,1,Floating Point,32768,32,,,,,,,,,
1071,0000000b 00e765e0,"      FADD R8, R21, R8",0,42,1,Floating Point,32768,32,,,,,,,,,
1072,0000000b 00e765f0,"      FADD R16, R35, R40",0,42,,Floating Point,32768,32,,,,,,,,,
1073,0000000b 00e76600,"      FADD R44, R5, R44",0,40,2,Floating Point,32768,32,,,,,,,,,
1074,0000000b 00e76610,"      FADD R5, R30, R17",0,40,2,Floating Point,32768,32,,,,,,,,,
1075,0000000b 00e76620,"      FADD R9, R34, R9",0,40,1,Floating Point,32768,32,,,,,,,,,
1076,0000000b 00e76630,"      FADD R21, R29, R17",0,40,6,Floating Point,32768,32,,,,,,,,,
1077,0000000b 00e76640,"      FADD R10, R31, R17",0,41,4,Floating Point,32768,32,,,,,,,,,
1078,0000000b 00e76650,"      FADD R16, R16, R5",0,40,2,Floating Point,32768,32,,,,,,,,,
1079,0000000b 00e76660,"      FADD R40, R8, R21",0,40,32,Floating Point,32768,32,,,,,,,,,
1080,0000000b 00e76670,"      FADD R5, R9, R10",0,39,2,Floating Point,32768,32,,,,,,,,,
1081,0000000b 00e76680,"      FADD R8, R28, R6",0,38,3,Floating Point,32768,32,,,,,,,,,
1082,0000000b 00e76690,"      FADD R10, R29, R6",0,39,1,Floating Point,32768,32,,,,,,,,,
1083,0000000b 00e766a0,"      FADD R9, R30, R6",0,40,1,Floating Point,32768,32,,,,,,,,,
1084,0000000b 00e766b0,"      FADD R6, R31, R6",0,40,,Floating Point,32768,32,,,,,,,,,
1085,0000000b 00e766c0,"      FADD R17, R11, R8",0,41,,Floating Point,32768,32,,,,,,,,,
1086,0000000b 00e766d0,"      FADD R43, R43, R10",0,39,3,Floating Point,32768,32,,,,,,,,,
1087,0000000b 00e766e0,"      FADD R42, R42, R9",0,38,1,Floating Point,32768,32,,,,,,,,,
1088,0000000b 00e766f0,"      FADD R33, R30, R15",0,38,3,Floating Point,32768,32,,,,,,,,,
1089,0000000b 00e76700,"      LDS.128 R8, [R37+0x70]",0,42,1,Load/Store,32768,32,Shared,Load,128,,,,,,
1090,0000000b 00e76710,"      FADD R23, R23, R6",0,42,3,Floating Point,32768,32,,,,,,,,,
1091,0000000b 00e76720,"      FADD R6, R29, R15",0,42,2,Floating Point,32768,32,,,,,,,,,
1092,0000000b 00e76730,"      FADD R22, R22, R33",0,42,5,Floating Point,32768,32,,,,,,,,,
1093,0000000b 00e76740,"      LDS.128 R32, [R0.X16+0x1f70]",0,45,25,Load/Store,32768,32,Shared,Load,128,,,,,,
1094,0000000b 00e76750,"      FADD R6, R27, R6",0,44,2,Floating Point,32768,32,,,,,,,,,
1095,0000000b 00e76760,"      LDS R27, [R0.X16+0x1f80]",0,44,36,Load/Store,32768,32,Shared,Load,32,,,,,,
1096,0000000b 00e76770,"      FADD R21, R28, R15",0,45,2,Floating Point,32768,32,,,,,,,,,
1097,0000000b 00e76780,"      FADD R21, R14, R21",0,45,31,Floating Point,32768,32,,,,,,,,,
1098,0000000b 00e76790,"      FADD R14, R31, R15",0,45,2,Floating Point,32768,32,,,,,,,,,
1099,0000000b 00e767a0,"      FADD R41, R41, R14",0,44,32,Floating Point,32768,32,,,,,,,,,
1100,0000000b 00e767b0,"      FADD R14, R8, R29",0,44,18,Floating Point,32768,32,,,,,,,,,
1101,0000000b 00e767c0,"      FADD R29, R8, R30",0,44,1,Floating Point,32768,32,,,,,,,,,
1102,0000000b 00e767d0,"      FADD R15, R28, R8",0,44,4,Floating Point,32768,32,,,,,,,,,
1103,0000000b 00e767e0,"      FADD R31, R8, R31",0,43,2,Floating Point,32768,32,,,,,,,,,
1104,0000000b 00e767f0,"      FADD R13, R13, R14",0,42,2,Floating Point,32768,32,,,,,,,,,
1105,0000000b 00e76800,"      FADD R12, R12, R29",0,41,1,Floating Point,32768,32,,,,,,,,,
1106,0000000b 00e76810,"      FADD R15, R26, R15",0,40,2,Floating Point,32768,32,,,,,,,,,
1107,0000000b 00e76820,"      FADD R29, R4, R31",0,40,6,Floating Point,32768,32,,,,,,,,,
1108,0000000b 00e76830,"      FADD R4, R33, R9",0,39,20,Floating Point,32768,32,,,,,,,,,
1109,0000000b 00e76840,"      FADD R28, R9, R34",0,40,3,Floating Point,32768,32,,,,,,,,,
1110,0000000b 00e76850,"      FADD R31, R9, R35",0,41,,Floating Point,32768,32,,,,,,,,,
1111,0000000b 00e76860,"      FADD R8, R27, R9",0,42,14,Floating Point,32768,32,,,,,,,,,
1112,0000000b 00e76870,"      FADD R4, R15, R4",0,41,2,Floating Point,32768,32,,,,,,,,,
1113,0000000b 00e76880,"      FADD R28, R13, R28",0,40,3,Floating Point,32768,32,,,,,,,,,
1114,0000000b 00e76890,"      FADD R26, R12, R31",0,40,,Floating Point,32768,32,,,,,,,,,
1115,0000000b 00e768a0,"      LDS.128 R12, [R37+0x200]",0,42,26,Load/Store,32768,32,Shared,Load,128,,,,,,
1116,0000000b 00e768b0,"      FADD R29, R29, R8",0,41,3,Floating Point,32768,32,,,,,,,,,
1117,0000000b 00e768c0,"      LDS.64 R8, [R0.X16+0x1ff8]",0,42,34,Load/Store,32768,32,Shared,Load,64,,,,,,
1118,0000000b 00e768d0,"      FADD R31, R33, R18",0,43,3,Floating Point,32768,32,,,,,,,,,
1119,0000000b 00e768e0,"      FADD R44, R44, R31",0,43,37,Floating Point,32768,32,,,,,,,,,
1120,0000000b 00e768f0,"      FADD R31, R34, R18",0,43,2,Floating Point,32768,32,,,,,,,,,
1121,0000000b 00e76900,"      FADD R40, R40, R31",0,43,33,Floating Point,32768,32,,,,,,,,,
1122,0000000b 00e76910,"      FADD R31, R35, R18",0,43,1,Floating Point,32768,32,,,,,,,,,
1123,0000000b 00e76920,"      FADD R30, R16, R31",0,44,32,Floating Point,32768,32,,,,,,,,,
1124,0000000b 00e76930,"      FADD R16, R33, R7",0,43,1,Floating Point,32768,32,,,,,,,,,
1125,0000000b 00e76940,"      FADD R31, R17, R16",0,44,29,Floating Point,32768,32,,,,,,,,,
1126,0000000b 00e76950,"      FADD R16, R34, R7",0,43,1,Floating Point,32768,32,,,,,,,,,
1127,0000000b 00e76960,"      FADD R17, R35, R7",0,44,5,Floating Point,32768,32,,,,,,,,,
1128,0000000b 00e76970,"      FADD R18, R27, R18",0,44,5,Floating Point,32768,32,,,,,,,,,
1129,0000000b 00e76980,"      FADD R43, R43, R16",0,44,10,Floating Point,32768,32,,,,,,,,,
1130,0000000b 00e76990,"      FADD R42, R42, R17",0,43,3,Floating Point,32768,32,,,,,,,,,
1131,0000000b 00e769a0,"      FADD R32, R27, R7",0,43,1,Floating Point,32768,32,,,,,,,,,
1132,0000000b 00e769b0,"      LDS.64 R16, [R0.X16+0x2000]",0,44,2,Load/Store,32768,32,Shared,Load,64,,,,,,
1133,0000000b 00e769c0,"      FADD R23, R23, R32",0,44,16,Floating Point,32768,32,,,,,,,,,
1134,0000000b 00e769d0,"      FADD R15, R5, R18",0,44,4,Floating Point,32768,32,,,,,,,,,
1135,0000000b 00e769e0,"      FADD R18, R33, R12",0,43,2,Floating Point,32768,32,,,,,,,,,
1136,0000000b 00e769f0,"      FADD R5, R12, R34",0,43,2,Floating Point,32768,32,,,,,,,,,
1137,0000000b 00e76a00,"      FADD R35, R12, R35",0,42,2,Floating Point,32768,32,,,,,,,,,
1138,0000000b 00e76a10,"      FADD R32, R27, R12",0,43,2,Floating Point,32768,32,,,,,,,,,
1139,0000000b 00e76a20,"      FADD R33, R8, R10",0,42,10,Floating Point,32768,32,,,,,,,,,
1140,0000000b 00e76a30,"      LDS R12, [R0.X16+0x207c]",0,43,,Load/Store,32768,32,Shared,Load,32,,,,,,
1141,0000000b 00e76a40,"      FADD R21, R21, R18",0,43,4,Floating Point,32768,32,,,,,,,,,
1142,0000000b 00e76a50,"      FADD R18, R6, R5",0,43,3,Floating Point,32768,32,,,,,,,,,
1143,0000000b 00e76a60,"      FADD R33, R4, R33",0,41,2,Floating Point,32768,32,,,,,,,,,
1144,0000000b 00e76a70,"      LDS.128 R4, [R0.X16+0x2080]",0,44,38,Load/Store,32768,32,Shared,Load,128,,,,,,
1145,0000000b 00e76a80,"      FADD R22, R22, R35",0,43,4,Floating Point,32768,32,,,,,,,,,
1146,0000000b 00e76a90,"      FADD R41, R41, R32",0,42,3,Floating Point,32768,32,,,,,,,,,
1147,0000000b 00e76aa0,"      FADD R35, R8, R19",0,42,3,Floating Point,32768,32,,,,,,,,,
1148,0000000b 00e76ab0,"      FADD R32, R8, R24",0,43,3,Floating Point,32768,32,,,,,,,,,
1149,0000000b 00e76ac0,"      FADD R27, R10, R9",0,44,5,Floating Point,32768,32,,,,,,,,,
1150,0000000b 00e76ad0,"      UIADD3 UR4, UR4, 0x1, URZ",0,44,3,Uniform Datapath,32768,32,,,,,,,,,
1151,0000000b 00e76ae0,"      FADD R34, R44, R35",0,45,3,Floating Point,32768,32,,,,,,,,,
1152,0000000b 00e76af0,"      FADD R31, R31, R32",0,43,3,Floating Point,32768,32,,,,,,,,,
1153,0000000b 00e76b00,"      FADD R35, R9, R19",0,43,2,Floating Point,32768,32,,,,,,,,,
1154,0000000b 00e76b10,"      FADD R32, R9, R24",0,44,,Floating Point,32768,32,,,,,,,,,
1155,0000000b 00e76b20,"      FADD R9, R9, R13",0,44,1,Floating Point,32768,32,,,,,,,,,
1156,0000000b 00e76b30,"      FADD R8, R8, R13",0,44,,Floating Point,32768,32,,,,,,,,,
1157,0000000b 00e76b40,"      UISETP.GE.AND UP0, UPT, UR4, UR5, UPT",0,44,,Uniform Datapath,32768,32,,,,,,,,,
1158,0000000b 00e76b50,"      FADD R27, R28, R27",0,44,1,Floating Point,32768,32,,,,,,,,,
1159,0000000b 00e76b60,"      FADD R44, R18, R9",0,44,3,Floating Point,32768,32,,,,,,,,,
1160,0000000b 00e76b70,"      FADD R28, R40, R35",0,43,3,Floating Point,32768,32,,,,,,,,,
1161,0000000b 00e76b80,"      FADD R32, R43, R32",0,41,18,Floating Point,32768,32,,,,,,,,,
1162,0000000b 00e76b90,"      FADD R21, R21, R8",0,40,2,Floating Point,32768,32,,,,,,,,,
1163,0000000b 00e76ba0,"      FADD R9, R16, R19",0,40,17,Floating Point,32768,32,,,,,,,,,
1164,0000000b 00e76bb0,"      FADD R18, R17, R19",0,41,3,Floating Point,32768,32,,,,,,,,,
1165,0000000b 00e76bc0,"      FADD R19, R16, R24",0,41,1,Floating Point,32768,32,,,,,,,,,
1166,0000000b 00e76bd0,"      FADD R43, R16, R10",0,42,2,Floating Point,32768,32,,,,,,,,,
1167,0000000b 00e76be0,"      FADD R35, R16, R13",0,43,,Floating Point,32768,32,,,,,,,,,
1168,0000000b 00e76bf0,"      FADD R8, R10, R17",0,43,,Floating Point,32768,32,,,,,,,,,
1169,0000000b 00e76c00,"      FADD R16, R17, R13",0,43,7,Floating Point,32768,32,,,,,,,,,
1170,0000000b 00e76c10,"      PLOP3.LUT P2, PT, PT, PT, UP0, 0x80, 0x0",0,42,2,Predicate,32768,32,,,,,,,,,
1171,0000000b 00e76c20,"      FADD R8, R29, R8",0,42,39,Floating Point,32768,32,,,,,,,,,
1172,0000000b 00e76c30,"      FADD R41, R41, R16",0,41,1,Floating Point,32768,32,,,,,,,,,
1173,0000000b 00e76c40,"      FADD R40, R12, R11",0,41,8,Floating Point,32768,32,,,,,,,,,
1174,0000000b 00e76c50,"      FADD R29, R12, R20",0,42,1,Floating Point,32768,32,,,,,,,,,
1175,0000000b 00e76c60,"      FADD R16, R12, R25",0,43,2,Floating Point,32768,32,,,,,,,,,
1176,0000000b 00e76c70,"      FADD R12, R12, R14",0,43,2,Floating Point,32768,32,,,,,,,,,
1177,0000000b 00e76c80,"      FADD R24, R17, R24",0,43,1,Floating Point,32768,32,,,,,,,,,
1178,0000000b 00e76c90,"      FADD R26, R26, R43",0,42,3,Floating Point,32768,32,,,,,,,,,
1179,0000000b 00e76ca0,"      FADD R9, R30, R9",0,41,,Floating Point,32768,32,,,,,,,,,
1180,0000000b 00e76cb0,"      FADD R45, R21, R12",0,41,1,Floating Point,32768,32,,,,,,,,,
1181,0000000b 00e76cc0,"      FADD R40, R33, R40",0,39,3,Floating Point,32768,32,,,,,,,,,
1182,0000000b 00e76cd0,"      FADD R29, R34, R29",0,38,2,Floating Point,32768,32,,,,,,,,,
1183,0000000b 00e76ce0,"      FADD R17, R4, R20",0,38,12,Floating Point,32768,32,,,,,,,,,
1184,0000000b 00e76cf0,"      FADD R12, R5, R20",0,39,3,Floating Point,32768,32,,,,,,,,,
1185,0000000b 00e76d00,"      FADD R20, R6, R20",0,39,5,Floating Point,32768,32,,,,,,,,,
1186,0000000b 00e76d10,"      FADD R33, R5, R25",0,40,1,Floating Point,32768,32,,,,,,,,,
1187,0000000b 00e76d20,"      FADD R34, R6, R25",0,41,,Floating Point,32768,32,,,,,,,,,
1188,0000000b 00e76d30,"      FADD R30, R4, R11",0,42,4,Floating Point,32768,32,,,,,,,,,
1189,0000000b 00e76d40,"      FADD R43, R11, R5",0,43,,Floating Point,32768,32,,,,,,,,,
1190,0000000b 00e76d50,"      FADD R13, R11, R6",0,44,2,Floating Point,32768,32,,,,,,,,,
1191,0000000b 00e76d60,"      FADD R15, R15, R18",0,43,5,Floating Point,32768,32,,,,,,,,,
1192,0000000b 00e76d70,"      FADD R10, R42, R19",0,43,2,Floating Point,32768,32,,,,,,,,,
1193,0000000b 00e76d80,"      FADD R23, R23, R24",0,41,7,Floating Point,32768,32,,,,,,,,,
1194,0000000b 00e76d90,"      FADD R22, R22, R35",0,41,,Floating Point,32768,32,,,,,,,,,
1195,0000000b 00e76da0,"      FADD R7, R4, R25",0,41,5,Floating Point,32768,32,,,,,,,,,
1196,0000000b 00e76db0,"      FADD R11, R4, R14",0,41,3,Floating Point,32768,32,,,,,,,,,
1197,0000000b 00e76dc0,"      FADD R5, R5, R14",0,40,3,Floating Point,32768,32,,,,,,,,,
1198,0000000b 00e76dd0,"      FADD R6, R6, R14",0,40,4,Floating Point,32768,32,,,,,,,,,
1199,0000000b 00e76de0,"      FADD R35, R31, R16",0,40,2,Floating Point,32768,32,,,,,,,,,
1200,0000000b 00e76df0,"      FADD R42, R8, R13",0,39,3,Floating Point,32768,32,,,,,,,,,
1201,0000000b 00e76e00,"      FADD R30, R27, R30",0,37,11,Floating Point,32768,32,,,,,,,,,
1202,0000000b 00e76e10,"      FADD R43, R26, R43",0,36,2,Floating Point,32768,32,,,,,,,,,
1203,0000000b 00e76e20,"      FADD R28, R28, R17",0,36,,Floating Point,32768,32,,,,,,,,,
1204,0000000b 00e76e30,"      FADD R9, R9, R12",0,35,4,Floating Point,32768,32,,,,,,,,,
1205,0000000b 00e76e40,"      FADD R8, R15, R20",0,35,4,Floating Point,32768,32,,,,,,,,,
1206,0000000b 00e76e50,"      FADD R32, R32, R7",0,34,1,Floating Point,32768,32,,,,,,,,,
1207,0000000b 00e76e60,"      FADD R33, R10, R33",0,34,3,Floating Point,32768,32,,,,,,,,,
1208,0000000b 00e76e70,"      FADD R34, R23, R34",0,34,1,Floating Point,32768,32,,,,,,,,,
1209,0000000b 00e76e80,"      FADD R44, R44, R11",0,33,7,Floating Point,32768,32,,,,,,,,,
1210,0000000b 00e76e90,"      FADD R31, R22, R5",0,34,4,Floating Point,32768,32,,,,,,,,,
1211,0000000b 00e76ea0,"      FADD R41, R41, R6",0,33,3,Floating Point,32768,32,,,,,,,,,
1212,0000000b 00e76eb0,      BAR.SYNC.DEFER_BLOCKING 0x0,0,33,1,Miscellaneous,32768,32,,,,,,,,,
1213,0000000b 00e76ec0,@P2   CALL.REL.NOINC 0xb00e76ee0,0,37,232,Control,32768,2,,,,,,,,,
1214,0000000b 00e76ed0,      BRA 0xb00e725c0,0,33,2,Control,30720,32,,,,,,,,,
1215,0000000b 00e76ee0,"      ISETP.GE.OR P6, PT, R38, c[0x0][0x178], P1",0,19,12,Integer,2048,32,,,,,,,,,
1216,0000000b 00e76ef0,"      IMAD R2, R38, c[0x0][0x17c], R39",0,20,,Integer,2048,32,,,,,,,,,
1217,0000000b 00e76f00,"      ISETP.GE.OR P5, PT, R38, c[0x0][0x178], P0",0,20,1,Integer,2048,32,,,,,,,,,
1218,0000000b 00e76f10,"      MOV R11, 0x4",0,21,,Movement,2048,32,,,,,,,,,
1219,0000000b 00e76f20,"      IADD3 R0, R39, 0x3, RZ",0,22,1,Integer,2048,32,,,,,,,,,
1220,0000000b 00e76f30,"      MOV R5, c[0x0][0x17c]",0,23,,Movement,2048,32,,,,,,,,,
1221,0000000b 00e76f40,"      IMAD.WIDE R2, R2, R11, c[0x0][0x170]",0,24,,Integer,2048,32,,,,,,,,,
1222,0000000b 00e76f50,"      ISETP.GE.AND P2, PT, R0, c[0x0][0x17c], PT",0,24,,Integer,2048,32,,,,,,,,,
1223,0000000b 00e76f60,"      IADD3 R6, R38, 0x1, RZ",0,24,,Integer,2048,32,,,,,,,,,
1224,0000000b 00e76f70,"      IMAD R0, R38, R5, c[0x0][0x17c]",0,25,,Integer,2048,32,,,,,,,,,
1225,0000000b 00e76f80,"@!P4  STG.E [R2.64], R40",0,24,,Load/Store,2048,32,Global,Store,32,,,,,,
1226,0000000b 00e76f90,"      ISETP.GE.OR P4, PT, R38, c[0x0][0x178], P2",0,23,1,Integer,2048,32,,,,,,,,,
1227,0000000b 00e76fa0,"      IADD3 R10, R38, 0x2, RZ",0,24,,Integer,2048,32,,,,,,,,,
1228,0000000b 00e76fb0,"@!P6  STG.E [R2.64+0x4], R30",0,24,,Load/Store,2048,32,Global,Store,32,,8192,,,,
1229,0000000b 00e76fc0,"      ISETP.GE.OR P6, PT, R6, c[0x0][0x178], P3",0,23,,Integer,2048,32,,,,,,,,,
1230,0000000b 00e76fd0,"      IADD3 R4, R39, R0, RZ",0,24,3,Integer,2048,32,,,,,,,,,
1231,0000000b 00e76fe0,"@!P5  STG.E [R2.64+0x8], R43",0,24,,Load/Store,2048,32,Global,Store,32,,8192,,,,
1232,0000000b 00e76ff0,"      ISETP.GE.OR P5, PT, R6, c[0x0][0x178], P1",0,23,,Integer,2048,32,,,,,,,,,
1233,0000000b 00e77000,"      IADD3 R0, R0, c[0x0][0x17c], RZ",0,23,,Integer,2048,32,,,,,,,,,
1234,0000000b 00e77010,"      IMAD.WIDE R4, R4, R11, c[0x0][0x170]",0,24,,Integer,2048,32,,,,,,,,,
1235,0000000b 00e77020,"      IADD3 R38, R38, 0x3, RZ",0,24,,Integer,2048,32,,,,,,,,,
1236,0000000b 00e77030,"@!P4  STG.E [R2.64+0xc], R42",0,24,,Load/Store,2048,32,Global,Store,32,,8192,,,,
1237,0000000b 00e77040,"      ISETP.GE.OR P4, PT, R6, c[0x0][0x178], P0",0,21,,Integer,2048,32,,,,,,,,,
1238,0000000b 00e77050,"@!P6  STG.E [R4.64], R29",0,21,4,Load/Store,2048,32,Global,Store,32,,,,,,
1239,0000000b 00e77060,"      ISETP.GE.OR P6, PT, R6, c[0x0][0x178], P2",0,20,,Integer,2048,32,,,,,,,,,
1240,0000000b 00e77070,"      IADD3 R6, R39, R0, RZ",0,20,,Integer,2048,32,,,,,,,,,
1241,0000000b 00e77080,"@!P5  STG.E [R4.64+0x4], R28",0,20,1,Load/Store,2048,32,Global,Store,32,,8192,,,,
1242,0000000b 00e77090,"      ISETP.GE.OR P5, PT, R10, c[0x0][0x178], P3",0,19,1,Integer,2048,32,,,,,,,,,
1243,0000000b 00e770a0,"      ISETP.GE.OR P3, PT, R38, c[0x0][0x178], P3",0,19,1,Integer,2048,32,,,,,,,,,
